weekly_lms_logins,video_watch_pct,avg_quiz_score,assignment_completion_rate,avg_submission_delay_days,forum_posts_per_month,session_attendance_pct,gpa_trend,current_gpa,part_time_job,semester,dropout_risk
3.7,24.5,51.1,16.3,5.9,3,20.1,-0.72,3.86,1,7,1
5.8,51.8,66.0,76.6,4.5,4,53.0,0.08,4.0,0,4,0
9.9,79.3,60.8,93.0,0.5,7,97.9,0.32,3.15,0,8,0
7.0,54.0,65.7,39.7,1.3,2,43.3,0.74,3.07,0,7,0
8.4,59.8,90.4,100.0,0.0,10,80.2,0.79,3.03,1,4,0
6.6,24.1,36.5,31.3,5.9,1,8.7,-1.16,2.47,0,4,1
9.8,63.0,90.0,100.0,1.3,2,61.0,1.82,3.58,1,1,0
6.5,37.0,62.5,70.0,6.8,2,35.0,-0.68,2.61,0,5,1
8.5,55.0,79.8,69.5,0.0,7,83.4,0.73,3.88,1,1,0
14.3,100.0,61.3,39.8,0.0,7,54.6,0.74,3.35,1,6,1
9.0,71.5,88.1,44.2,2.9,0,72.3,-0.21,2.6,1,5,1
6.7,25.2,60.1,73.1,4.1,4,66.3,-0.56,3.11,0,1,0
8.0,76.5,75.8,100.0,2.4,7,78.7,0.44,3.29,0,5,0
3.6,44.4,52.3,33.2,3.5,5,66.2,-0.55,2.66,1,1,1
7.1,59.8,58.1,69.8,2.9,5,100.0,0.6,4.0,1,5,0
9.5,53.3,55.0,63.5,2.5,2,73.8,0.8,2.81,0,7,0
11.8,86.4,78.9,87.5,3.6,3,56.1,-0.37,3.76,1,3,0
1.4,42.3,42.8,38.9,3.4,3,59.4,-1.64,1.92,0,3,1
5.2,44.0,44.2,32.1,3.6,1,36.0,-0.59,1.73,1,8,1
3.5,51.3,55.3,64.0,4.7,3,87.4,0.08,2.64,1,8,0
5.2,62.1,59.9,50.2,6.0,1,46.5,-0.95,4.0,1,2,0
3.6,51.6,49.5,64.3,1.4,2,82.2,0.59,3.34,0,8,0
1.1,15.9,44.5,59.7,4.2,5,43.1,-0.54,2.73,0,6,1
0.6,2.3,41.9,25.0,3.8,4,78.7,-0.53,1.9,0,7,1
11.5,74.0,81.0,86.6,1.8,6,81.9,0.58,3.53,1,5,0
3.2,42.9,58.8,45.6,0.1,3,100.0,-1.15,1.92,1,5,1
13.8,56.8,77.4,88.8,0.7,3,85.0,0.54,4.0,0,6,0
2.5,23.0,49.0,53.8,2.6,4,58.8,-0.67,2.65,0,6,0
7.3,48.0,63.9,53.5,2.2,0,86.9,-0.24,2.96,0,5,0
7.4,48.0,52.6,49.0,0.0,1,24.7,-0.92,2.49,1,2,0
11.2,87.6,92.7,45.9,5.0,7,100.0,1.96,4.0,0,1,0
4.6,31.6,78.1,65.4,0.0,4,42.6,-1.38,2.78,1,7,1
4.1,32.7,54.8,54.6,5.2,5,38.9,-1.29,2.21,0,6,1
8.9,58.3,63.0,76.5,0.0,7,80.6,0.55,4.0,0,3,0
3.1,32.5,42.0,43.1,0.9,4,59.0,-0.31,2.59,1,2,0
11.5,50.7,75.3,80.7,1.7,4,86.1,1.13,2.58,1,7,0
5.5,61.3,53.2,48.7,4.1,5,47.0,0.51,2.13,0,3,0
5.2,21.4,44.1,23.9,2.5,2,32.5,-0.36,2.05,0,4,0
12.4,76.3,87.1,89.1,0.0,4,37.5,1.1,3.65,1,8,0
5.7,55.1,47.3,63.5,0.9,2,64.2,-1.45,3.0,0,2,0
10.3,46.0,81.4,72.8,2.8,3,93.5,-0.8,2.59,1,2,0
6.0,64.5,81.9,100.0,0.5,0,63.2,0.77,2.85,0,7,0
6.6,68.1,27.7,65.8,6.4,1,13.1,0.08,2.07,1,3,1
11.8,60.5,61.3,92.3,0.0,10,89.7,1.08,3.98,0,5,0
9.5,54.5,93.7,94.3,2.4,4,65.1,0.3,4.0,0,4,0
3.7,20.5,60.6,49.2,6.8,1,46.2,-0.73,3.48,1,3,1
7.4,58.2,66.4,67.6,3.1,3,67.4,-0.33,3.01,0,2,0
11.4,77.6,59.8,62.1,0.0,5,64.0,-0.74,3.74,0,5,0
6.5,81.3,61.8,78.9,3.5,3,77.6,0.18,2.57,0,4,0
5.8,66.9,68.4,57.6,2.3,5,59.4,1.27,2.99,1,5,0
9.5,65.3,62.3,54.8,2.9,4,57.9,-0.4,2.29,0,3,0
7.1,61.4,77.8,79.7,6.0,4,70.3,0.76,3.17,0,5,0
11.6,82.6,67.5,71.2,1.8,8,71.8,0.04,3.47,0,2,0
10.9,60.8,63.7,49.5,3.7,2,46.3,-0.88,1.7,1,2,0
6.2,70.6,94.9,76.9,0.0,6,91.2,1.54,4.0,1,7,0
5.1,68.1,54.6,62.0,3.0,3,25.5,-0.56,3.0,0,1,1
8.5,89.6,82.1,100.0,4.1,4,69.6,1.26,3.0,0,7,0
4.4,41.9,69.2,47.8,3.1,8,31.3,0.83,3.0,1,4,0
1.5,59.5,53.3,67.4,3.7,8,42.7,-0.35,2.02,0,3,0
3.9,83.3,55.3,70.8,4.3,6,54.2,1.03,2.68,1,7,0
8.6,70.7,60.9,88.2,5.4,5,48.5,-0.2,3.98,0,8,0
7.4,64.1,59.0,83.3,0.0,3,88.6,-0.12,2.64,0,5,0
6.3,85.5,47.4,88.8,1.2,9,84.3,0.96,3.14,0,6,0
9.6,75.2,88.5,82.1,4.6,6,96.4,-0.37,2.62,0,2,0
6.9,57.3,49.1,60.9,6.0,3,65.0,0.4,3.37,1,1,0
13.9,63.7,100.0,76.4,0.6,7,73.8,1.64,3.85,1,3,0
6.4,17.7,61.4,71.9,2.9,9,78.2,1.02,3.43,0,2,0
12.1,93.6,66.3,77.9,2.9,6,68.2,0.05,3.37,1,3,0
6.3,38.2,41.0,52.8,3.5,6,55.8,0.46,3.51,0,8,0
4.1,60.9,60.4,84.7,3.8,0,3.7,-0.97,2.4,1,2,1
2.4,21.8,44.2,58.6,6.7,3,53.1,-1.06,1.87,0,7,0
11.2,60.1,65.3,33.7,0.0,6,71.2,0.23,2.67,0,3,0
5.5,38.9,35.1,39.5,2.9,4,36.2,-0.56,1.64,1,7,0
7.4,52.4,80.8,61.9,3.0,2,87.0,-0.08,3.35,0,2,0
6.7,65.3,49.5,87.4,2.0,4,64.6,0.98,2.73,1,7,0
0.0,39.5,53.6,17.6,4.1,2,33.3,-1.56,2.82,1,6,0
0.0,35.6,46.3,43.0,6.7,1,27.8,-0.92,1.38,1,6,1
6.7,87.9,88.6,74.6,5.2,2,49.7,0.5,3.18,0,6,0
6.7,77.6,81.2,85.4,2.6,6,94.5,-0.65,3.8,0,6,0
10.7,58.2,67.2,71.6,5.4,5,79.4,0.95,3.3,1,5,1
1.2,77.1,56.8,86.9,3.5,2,36.3,-0.69,1.77,0,4,0
4.2,60.0,70.7,81.5,1.8,5,73.9,0.25,3.04,1,8,0
3.7,25.1,47.1,5.8,1.7,0,33.4,-0.88,1.73,1,2,1
7.3,50.7,52.2,81.9,0.9,8,43.5,-0.93,2.86,0,3,0
8.8,55.4,88.1,83.0,1.5,5,77.2,0.0,3.19,0,2,0
8.6,10.0,31.7,60.4,4.4,3,49.8,0.08,3.13,0,7,0
5.2,23.3,49.6,36.1,4.7,1,52.7,-0.84,2.34,0,1,0
9.4,35.5,65.6,42.5,6.7,2,95.5,-1.77,2.95,1,8,1
4.5,34.5,41.6,28.5,5.3,1,44.0,-0.74,2.46,1,6,1
7.4,79.8,53.7,90.0,3.6,8,64.7,0.41,3.46,1,5,0
3.1,30.8,45.1,57.7,7.6,1,50.8,-0.49,2.33,1,6,0
7.7,47.3,22.3,43.4,2.7,6,44.0,-1.58,3.0,1,6,0
7.8,39.2,53.9,14.9,2.3,3,39.4,-0.3,2.49,0,1,1
6.7,94.7,48.7,80.4,5.1,2,42.2,-0.45,3.63,0,7,0
6.0,62.2,87.7,17.6,4.7,5,0.0,-0.4,2.75,0,7,0
10.0,55.1,78.2,98.7,2.4,5,74.3,0.44,2.92,1,3,1
3.2,42.3,50.1,25.2,3.7,0,12.4,-0.34,2.89,0,2,0
5.3,28.9,73.7,57.1,2.8,3,36.1,0.64,2.99,0,7,0
5.2,31.7,55.2,47.3,3.8,4,44.1,0.63,2.8,1,7,0
5.4,65.8,64.1,86.3,1.5,3,70.1,-0.0,3.45,1,2,0
9.6,76.0,62.8,76.6,1.5,8,100.0,0.11,3.03,1,1,0
2.7,30.9,66.9,55.1,4.5,2,20.9,0.1,2.71,0,4,0
13.3,100.0,72.7,81.7,2.5,5,100.0,0.87,3.36,1,7,0
10.9,43.6,59.1,49.5,2.3,5,72.7,-1.99,3.12,0,5,0
4.6,37.5,67.1,48.6,4.8,7,69.8,-0.27,3.52,1,2,0
1.7,41.8,48.6,51.5,1.1,4,70.7,0.27,2.84,0,2,0
3.7,46.4,48.9,18.0,5.0,0,46.6,-1.51,3.1,1,3,0
3.4,42.3,56.4,48.2,5.2,7,7.8,-0.57,2.94,1,7,1
12.7,86.0,94.4,87.6,0.7,8,93.3,-0.16,3.5,1,1,0
8.0,71.0,70.1,77.8,2.7,5,33.5,0.62,3.39,1,3,0
4.7,56.1,53.6,47.6,3.0,3,37.6,-0.24,1.97,1,5,0
5.2,53.4,58.6,58.6,2.6,1,43.2,-0.82,2.63,0,2,0
3.9,48.7,36.6,68.8,2.9,4,39.1,-0.32,2.25,0,1,0
12.0,70.9,96.1,79.2,0.4,6,93.3,-0.21,3.36,1,6,0
8.0,30.3,44.0,47.8,6.4,6,33.6,-0.13,1.63,1,7,1
1.8,32.2,41.6,28.1,0.0,3,50.6,-1.01,3.05,1,8,1
2.5,53.0,66.9,79.3,2.7,2,54.0,0.18,2.61,1,1,0
8.1,69.7,81.0,68.1,0.0,8,73.5,-0.07,3.73,1,8,0
0.3,54.0,30.5,35.9,2.3,1,17.6,0.44,2.2,0,1,1
5.2,57.2,71.0,55.8,1.0,3,45.4,1.27,2.23,0,5,0
7.5,68.0,84.8,76.8,3.6,9,80.5,2.2,3.37,1,4,0
2.2,34.7,38.6,59.3,7.0,7,12.3,0.29,1.86,0,8,0
9.1,78.0,99.2,84.9,1.5,11,100.0,0.37,3.46,0,7,0
12.2,74.8,85.9,86.0,0.9,4,60.6,0.5,4.0,1,4,0
5.2,64.0,58.8,55.4,5.0,1,97.0,1.12,3.67,0,4,0
7.2,73.9,72.4,83.9,3.5,5,84.3,0.71,3.38,0,3,0
9.7,96.9,67.6,91.0,0.4,2,76.4,1.15,2.76,0,8,0
4.8,43.7,69.6,68.2,3.9,9,50.6,-0.27,2.6,0,8,1
10.5,61.6,68.9,80.0,0.0,5,83.6,0.16,3.53,1,3,0
0.0,32.4,41.0,25.9,3.5,3,31.1,-0.34,2.22,1,8,0
0.0,63.0,55.2,46.6,4.7,3,51.4,-1.61,1.79,0,5,1
4.5,55.3,71.9,75.1,0.7,11,82.9,0.85,2.93,0,1,0
2.2,34.6,43.7,37.8,3.7,5,45.4,-0.58,2.89,1,8,1
4.4,24.7,54.0,44.3,0.3,0,67.9,-0.76,2.72,1,4,1
5.5,55.9,59.9,42.9,4.5,5,55.2,-0.43,2.59,0,8,0
7.3,57.0,100.0,79.9,0.2,3,51.3,0.51,3.01,0,2,0
6.9,78.1,88.1,82.2,0.2,3,32.9,0.62,3.03,0,4,0
12.7,79.7,69.6,90.9,4.5,11,74.9,0.92,3.55,1,5,0
5.7,0.0,54.0,38.1,3.3,2,34.2,-1.5,2.21,1,4,1
8.3,49.9,43.4,23.7,4.8,4,84.5,1.34,3.07,0,2,0
7.3,44.0,53.0,94.7,5.2,8,52.3,-0.24,3.09,0,7,1
12.3,92.6,94.7,90.4,2.6,7,92.2,0.96,3.69,0,2,0
5.6,46.2,74.0,60.4,2.0,3,75.5,1.31,3.2,0,2,0
8.3,53.2,75.1,68.0,1.5,1,73.1,-0.86,2.78,0,5,0
4.0,68.1,51.6,52.0,1.2,2,68.2,0.99,2.75,0,4,0
7.5,93.6,72.6,70.4,0.0,5,63.0,0.8,4.0,1,5,0
4.6,51.6,73.2,82.4,3.6,6,50.7,0.08,3.2,1,6,0
7.8,80.7,58.5,59.1,4.2,2,51.3,-0.72,2.76,0,2,0
9.0,27.3,81.8,71.4,3.0,5,28.6,-0.38,3.29,0,4,0
7.2,64.9,64.4,31.2,0.0,4,63.0,0.02,2.49,1,3,1
8.8,55.9,74.6,77.8,1.1,4,64.3,0.86,3.53,0,5,1
4.6,75.5,54.7,60.2,3.0,3,77.2,0.89,4.0,0,3,1
5.5,36.0,61.1,40.6,6.3,3,38.7,-0.36,2.11,0,6,1
8.0,52.6,76.5,78.0,2.5,4,51.2,0.14,3.36,0,3,0
7.9,34.2,27.4,44.3,3.8,4,72.1,0.47,2.64,0,1,0
6.9,40.2,65.5,52.6,1.6,4,56.2,1.5,2.8,1,2,0
11.3,73.6,71.4,80.1,2.4,5,89.2,1.49,3.31,0,6,0
7.4,72.9,74.4,57.9,2.1,4,63.8,-0.1,3.34,0,3,0
6.5,77.9,56.2,40.7,1.7,2,59.9,0.08,2.18,0,8,0
7.1,36.8,40.5,22.1,1.4,1,18.5,-0.2,2.84,0,8,1
7.2,64.4,87.2,72.2,0.5,4,85.1,1.13,3.06,0,5,0
6.6,61.5,72.5,44.3,4.1,2,62.9,-0.59,1.73,1,8,1
5.9,48.4,60.4,37.7,0.0,0,57.3,-0.57,3.09,0,2,1
9.7,64.4,83.6,100.0,0.8,3,82.3,1.4,3.5,1,6,0
8.1,64.3,41.3,49.1,6.6,1,57.1,-0.44,1.95,1,7,0
7.2,42.2,34.1,35.3,0.5,5,41.4,-1.01,2.72,1,2,1
8.6,78.9,94.6,71.1,2.3,4,48.2,1.13,2.77,0,6,0
6.7,21.2,45.3,69.2,4.5,2,42.1,0.77,2.31,0,5,0
1.4,30.2,64.5,44.1,3.3,3,44.5,-1.0,2.48,0,4,1
5.3,75.3,64.6,48.8,4.5,3,49.5,-0.81,1.85,0,8,1
7.1,79.4,79.7,90.0,1.2,7,97.5,0.62,2.77,0,8,0
8.2,55.0,62.4,60.4,4.3,5,40.6,0.42,2.41,1,5,0
4.8,63.9,61.5,69.8,1.4,3,31.4,-0.46,2.63,1,8,0
8.9,38.8,58.0,64.2,6.0,7,46.3,0.97,3.34,0,7,0
12.0,70.1,95.2,73.7,4.3,6,85.0,0.89,3.0,1,4,0
5.3,85.6,61.4,59.5,0.0,2,26.7,0.49,2.33,0,2,0
3.8,39.0,68.5,62.8,6.1,3,56.8,-0.95,2.58,0,5,0
8.2,63.1,68.1,74.6,1.0,2,49.0,-0.43,3.19,0,3,0
4.2,68.3,60.8,60.0,5.9,4,39.6,-0.35,2.44,0,5,0
5.0,59.8,54.7,37.5,5.7,4,76.4,-1.28,3.46,0,3,0
5.0,20.9,58.0,34.7,1.5,4,66.2,-0.25,2.62,0,3,0
6.0,50.3,75.5,66.7,4.6,4,49.4,-1.59,2.53,0,2,0
9.6,92.2,65.8,88.6,0.7,3,44.0,0.1,2.99,0,4,0
3.3,47.6,62.8,80.2,3.7,3,95.9,-0.09,3.46,0,4,0
7.1,72.5,80.4,95.8,1.4,5,75.4,0.16,3.77,0,3,0
6.7,73.9,49.3,86.4,0.1,7,79.1,0.45,2.51,0,7,0
5.0,49.6,43.4,54.3,1.1,3,59.2,-0.54,2.14,0,4,0
3.5,14.3,41.5,46.6,4.5,1,4.2,0.1,2.18,0,5,1
0.0,0.0,79.6,53.7,4.9,0,28.8,-1.26,2.42,1,3,1
10.8,50.5,59.5,54.7,2.9,1,49.1,-0.05,3.01,0,3,0
4.4,89.0,81.4,86.2,0.1,5,75.2,0.9,2.79,0,1,0
11.2,79.1,67.5,100.0,0.0,8,60.8,0.97,3.6,1,5,0
9.2,51.1,65.9,48.5,0.2,10,68.2,-0.12,3.88,0,4,0
3.2,38.2,62.5,65.6,5.1,2,44.8,-1.17,2.55,0,4,0
10.3,91.2,100.0,73.0,0.0,7,98.9,1.56,2.87,0,1,0
6.3,57.9,64.4,96.3,3.8,5,87.5,0.49,2.56,1,5,0
10.5,85.2,57.7,100.0,1.2,2,72.8,0.55,3.21,1,2,0
1.5,37.4,53.0,46.8,3.8,4,53.7,1.26,2.35,0,2,0
5.6,8.0,29.3,34.2,5.9,2,47.5,-0.91,1.92,0,8,1
3.0,39.7,31.4,8.6,4.8,2,36.7,0.57,2.45,0,7,1
1.2,66.8,63.4,44.9,2.8,1,21.1,-1.28,2.59,0,5,1
7.2,58.6,59.0,58.8,5.6,1,86.2,-0.47,2.41,1,4,1
13.4,40.2,61.6,90.1,0.0,5,54.6,-0.27,2.42,0,6,0
2.3,31.8,66.2,47.8,6.4,2,86.4,-0.65,2.88,0,7,1
9.1,77.3,99.9,86.5,0.0,3,82.6,0.56,3.2,0,2,0
6.5,61.3,46.3,57.0,1.7,3,51.1,-0.09,3.09,0,6,1
3.8,17.3,69.6,53.9,6.2,4,6.6,-0.27,2.21,0,6,0
6.2,45.0,67.9,62.4,6.6,4,80.3,0.08,2.94,1,7,1
6.5,50.7,57.3,73.9,2.6,5,36.8,0.2,2.81,0,2,0
7.8,70.2,57.8,98.4,0.0,4,79.0,0.1,2.65,0,4,1
6.9,31.3,61.2,66.6,4.1,3,97.2,1.05,2.58,0,7,0
7.2,73.2,63.5,50.5,2.1,5,45.6,-0.35,3.13,1,5,0
5.8,31.8,47.1,45.2,2.0,2,50.5,-0.62,2.49,0,1,0
10.5,52.1,98.2,84.9,2.4,5,54.7,-0.28,2.88,0,5,0
3.5,60.4,58.4,51.1,0.0,3,80.2,-0.41,2.36,0,1,0
7.5,47.5,56.7,94.2,2.2,8,71.8,0.05,3.08,0,6,0
8.9,45.4,51.6,45.4,1.5,4,49.0,-0.38,3.06,1,6,0
10.3,46.0,89.2,67.8,0.0,4,96.0,0.72,2.89,0,5,0
9.3,40.1,67.3,45.0,0.0,6,78.0,-0.32,3.16,0,7,0
8.1,51.5,72.9,69.6,1.3,8,46.1,-0.14,2.65,1,2,0
4.0,28.2,51.9,74.8,4.8,2,74.7,-1.15,3.05,0,6,0
5.7,52.0,56.4,59.9,5.8,1,21.8,-0.92,2.42,1,3,1
7.4,64.5,89.2,60.6,5.0,5,71.6,1.02,3.48,1,3,0
9.9,91.6,54.9,74.9,0.0,4,47.4,-0.66,3.54,0,4,0
5.0,43.9,44.4,67.9,2.8,4,24.1,-0.2,3.49,0,7,1
2.8,0.0,30.0,54.3,3.3,2,11.5,0.07,1.52,1,5,1
6.4,7.5,53.3,28.2,3.6,3,40.8,0.14,1.76,0,5,0
8.2,51.2,74.3,99.0,4.7,8,77.0,0.74,3.85,0,7,0
4.7,90.7,59.2,51.7,4.0,3,62.6,-0.53,3.01,0,4,0
9.1,75.4,78.1,100.0,3.1,6,100.0,1.16,3.13,0,4,0
11.2,100.0,84.7,93.8,5.2,8,91.5,1.29,2.08,0,1,1
5.8,67.6,64.4,68.8,0.0,2,47.2,0.77,2.87,0,1,0
7.8,51.1,94.7,62.3,0.8,5,90.2,0.44,2.53,0,3,0
6.2,35.2,54.1,83.9,3.4,4,53.0,0.84,2.67,0,2,0
8.2,76.3,60.6,57.2,2.5,7,39.6,0.2,3.29,0,8,0
13.1,46.5,82.5,89.6,3.3,2,97.5,1.99,3.7,0,5,0
8.1,66.2,84.2,52.8,2.2,2,78.1,-0.22,3.6,0,7,0
0.0,20.4,23.8,30.7,5.3,2,12.2,-2.1,1.87,0,3,1
7.8,77.6,72.9,91.2,0.4,8,100.0,0.51,2.76,0,3,0
8.3,79.7,67.8,75.9,3.6,5,86.7,1.15,3.88,0,8,0
0.0,35.1,47.4,55.6,4.5,6,41.9,0.11,2.44,0,2,0
11.4,82.5,58.1,80.5,3.9,7,72.3,0.29,3.39,1,3,0
11.1,89.4,73.8,92.5,3.6,8,100.0,-0.01,3.69,0,3,0
13.7,67.2,86.9,100.0,0.0,5,40.8,0.69,3.01,0,2,0
2.8,10.9,44.2,42.6,7.4,3,29.6,-0.52,2.64,1,3,1
5.9,55.3,58.5,67.1,4.2,9,50.1,-0.63,3.9,0,5,0
2.7,72.6,50.2,50.7,3.4,4,20.0,-0.71,2.15,0,4,0
9.3,83.8,80.7,79.9,2.9,8,95.4,0.65,3.73,1,2,0
5.7,52.5,53.8,29.3,3.0,2,45.4,-0.18,1.63,0,6,1
11.6,60.3,53.3,100.0,4.2,7,90.6,0.44,2.88,1,8,0
14.4,40.9,50.8,57.3,2.9,4,53.4,-0.23,3.21,0,7,1
3.8,35.9,50.2,38.7,4.6,1,74.3,0.03,2.84,1,4,0
5.5,23.3,60.9,49.3,2.2,2,48.0,-1.23,2.04,0,5,1
4.9,27.8,60.2,65.2,3.5,2,46.3,1.04,2.83,1,6,0
7.3,54.3,76.5,55.5,4.8,2,42.1,0.42,3.23,0,3,0
6.2,19.9,49.0,34.1,5.3,1,0.0,-1.44,1.41,0,3,1
11.6,85.1,71.7,75.8,2.8,9,94.2,-0.09,4.0,1,8,0
4.1,51.5,62.8,69.9,1.2,4,77.5,-0.58,3.22,0,6,1
10.4,30.9,87.4,85.9,2.6,5,100.0,0.76,3.5,1,8,0
3.8,75.9,90.9,72.9,0.3,5,64.7,-0.12,3.27,1,6,1
3.1,38.8,72.6,100.0,1.8,6,58.7,0.34,4.0,1,8,0
7.5,65.7,56.6,85.1,1.3,4,33.9,-0.76,3.57,0,3,0
10.0,53.6,45.3,71.9,1.7,6,84.2,0.67,2.98,1,4,0
11.0,80.3,54.5,63.0,0.0,6,90.9,1.1,3.84,0,6,0
12.7,40.2,73.6,70.6,2.4,7,91.8,0.13,2.71,0,1,0
8.1,72.8,72.7,80.4,2.1,7,46.7,0.33,2.92,0,4,0
8.0,64.2,61.1,82.8,0.0,3,78.4,0.77,3.85,1,1,0
14.3,80.9,100.0,63.5,1.4,7,76.9,1.16,3.89,1,7,0
10.2,58.8,82.9,91.3,2.5,3,100.0,1.47,3.98,1,4,0
4.4,57.1,35.8,32.0,5.0,4,43.9,-1.56,2.84,0,5,0
11.3,63.9,94.2,100.0,2.9,4,50.4,1.0,3.75,0,4,0
1.7,39.0,59.3,45.8,3.0,1,36.6,-0.57,1.98,0,4,1
8.2,42.2,63.0,29.6,2.2,4,23.8,0.77,3.77,0,7,1
9.8,93.1,54.1,50.8,4.1,3,19.3,-0.62,2.68,0,2,0
8.5,48.2,63.1,24.8,3.6,1,29.2,-0.37,2.96,1,6,1
1.1,19.1,67.6,44.4,0.0,2,21.2,-1.25,2.24,0,8,1
14.8,77.6,71.5,100.0,0.0,4,65.3,1.36,3.8,0,3,0
10.5,78.8,58.2,94.5,3.9,7,72.1,-0.98,4.0,0,8,0
12.6,92.4,94.7,95.6,0.0,2,88.8,1.38,3.52,0,3,0
8.3,60.6,71.5,62.4,1.6,4,66.8,0.35,3.7,1,6,0
5.0,35.4,43.2,57.2,4.3,1,39.1,-1.01,2.24,1,3,0
9.5,68.2,74.3,86.5,0.0,7,49.4,0.34,2.3,1,8,0
5.3,42.5,33.9,47.2,6.7,0,47.6,-0.45,1.89,0,1,1
7.1,46.0,67.9,57.0,2.5,5,85.9,0.38,3.18,1,5,0
6.6,13.4,42.7,30.6,2.3,6,36.3,-1.15,2.9,0,8,0
12.9,89.4,79.2,92.3,2.4,8,90.5,0.97,3.87,1,1,0
5.4,55.8,51.2,48.5,2.7,7,57.0,-0.07,3.07,1,8,1
1.4,61.8,52.1,53.3,3.7,3,61.3,-1.01,3.87,0,8,0
10.3,78.0,83.1,97.1,4.1,4,83.4,1.07,3.74,1,2,0
3.8,41.6,54.2,46.5,2.3,5,63.3,-0.13,2.51,0,2,0
8.5,52.5,91.0,89.5,3.8,4,84.0,0.16,3.32,0,6,0
6.4,52.5,70.1,79.1,2.2,5,67.6,-0.78,3.67,0,8,0
3.5,54.4,56.9,62.9,3.3,8,59.9,-0.69,2.11,0,7,1
0.0,4.2,31.6,51.1,4.9,0,17.5,-0.73,2.91,1,4,0
10.3,89.2,83.7,85.4,0.9,6,53.3,0.58,3.38,1,2,0
11.2,73.1,81.3,89.5,0.0,5,77.9,1.82,3.22,0,2,0
7.0,52.1,60.5,75.1,3.7,7,85.5,-0.22,2.18,1,5,0
11.7,87.6,65.2,100.0,3.5,7,76.3,0.28,4.0,1,2,0
3.0,38.7,54.8,60.3,5.0,3,48.1,-0.16,2.06,0,7,1
8.4,79.7,96.5,63.0,3.7,5,25.5,-0.46,3.03,0,4,0
8.6,52.2,46.8,48.6,2.6,5,49.6,-0.89,2.1,1,3,0
8.9,70.7,84.0,77.2,3.0,10,75.7,0.15,4.0,0,8,0
10.6,0.0,71.0,69.1,4.0,3,1.8,-2.08,2.74,1,1,1
8.0,76.1,61.1,60.3,4.1,4,68.5,0.55,2.39,1,1,0
7.2,53.7,46.3,62.4,1.9,3,43.0,1.13,3.11,0,7,0
12.8,93.6,91.2,93.6,2.3,4,68.5,1.44,4.0,0,1,0
10.3,87.1,82.9,85.8,0.2,6,98.4,1.98,3.05,0,4,0
5.7,24.3,44.4,58.9,5.9,0,34.6,-0.05,2.01,0,5,1
9.9,82.2,73.3,40.6,0.0,2,61.4,0.24,3.82,1,8,0
6.7,66.2,79.1,68.8,1.9,2,51.0,0.78,3.16,0,4,0
11.4,63.9,64.5,60.2,1.1,3,53.7,0.08,2.39,0,7,0
7.3,40.0,97.0,84.6,9.1,1,70.4,0.11,3.29,0,8,0
0.0,37.9,56.9,41.8,5.2,1,19.4,-1.06,2.37,0,1,1
11.1,49.5,85.0,66.1,0.0,4,90.0,0.29,3.26,0,7,0
6.3,27.3,53.7,66.1,0.7,6,26.4,-0.19,3.08,0,4,1
7.0,27.2,48.6,60.9,0.7,3,5.6,0.18,2.44,0,4,0
7.1,93.3,55.1,76.2,0.0,6,90.5,1.0,3.27,0,4,0
8.9,78.2,69.5,77.8,0.0,1,66.1,0.15,3.29,1,3,1
9.0,81.6,91.2,100.0,0.0,4,77.4,0.06,3.96,1,4,0
8.8,63.0,58.9,76.6,2.0,3,66.0,0.22,2.45,0,7,0
12.0,65.8,67.8,100.0,2.9,7,66.8,1.36,2.43,0,5,0
9.2,43.2,63.6,67.4,1.6,4,70.9,1.14,3.09,1,3,0
10.2,46.9,68.5,69.5,3.0,6,86.1,0.46,3.56,0,6,0
6.8,77.5,77.0,100.0,0.0,10,100.0,0.94,3.18,0,6,0
8.0,63.5,47.5,65.8,2.4,6,42.4,0.3,2.47,0,8,0
7.7,60.1,72.8,43.4,1.4,3,41.2,-1.1,2.5,0,4,0
13.6,48.6,69.8,66.6,3.2,7,73.3,0.38,3.04,0,2,0
12.0,100.0,66.5,88.3,0.7,3,85.8,1.45,2.93,1,1,0
8.8,87.3,82.3,62.5,6.2,5,56.6,0.36,3.27,0,3,0
8.7,67.4,64.5,61.1,1.2,4,89.2,0.06,1.65,0,2,0
6.9,88.9,77.7,91.7,0.0,5,37.9,1.96,3.47,1,7,0
8.9,59.5,59.4,62.5,3.9,1,24.0,0.86,2.84,1,1,1
10.1,74.2,85.3,100.0,0.9,6,48.5,0.78,3.73,0,5,0
5.4,37.3,52.3,74.6,4.3,2,71.9,-0.38,1.74,1,2,1
8.9,46.1,78.5,78.8,1.6,5,81.0,0.95,3.44,1,8,0
9.1,64.5,73.4,98.8,1.4,8,47.8,0.52,3.04,0,5,0
7.9,66.4,78.6,81.7,0.5,4,69.2,1.28,4.0,1,5,0
9.0,61.9,68.2,100.0,1.6,5,66.4,-0.41,3.34,0,7,0
4.7,38.9,47.7,44.4,0.6,2,4.4,-0.64,1.94,0,7,0
10.0,44.9,64.1,91.9,3.6,6,83.5,1.25,2.68,0,2,0
3.5,33.7,36.6,22.9,7.4,2,5.7,-0.53,1.75,0,2,1
7.3,69.3,65.9,57.6,4.6,4,71.0,-0.86,3.33,0,3,1
6.9,69.8,91.9,65.9,1.2,5,45.4,-0.26,3.71,1,5,0
